"Rank","Name","Country","Score","Tens","Xs"
"1","USA","USA","1983","89","34"
"2","Netherlands","NED","1963","86","28"
"3","Great Britain","GBR","1958","92","29"
"4","India","IND","1940","83","26"
"5","Turkey","TUR","1930","74","26"
"6","New Zealand","NZL","1894","57","13"
"7","Germany","GER","1876","58","16"
